asset_nbr,asset_stats,install_dt,modlty_full,custmr_catgry_full,custmr_typ_full,srv_regn_full,divsn_full,warrnty_start_dt,warrnty_end_dt,contract_flag,warrnty_end_mnth,warrnty_flg,inputrowindex
ASSET1320,Installed,2016-12-30,MODLTY1,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN12,DIVSN3,2016-12-30,2018-01-04,N,201801,N,1321
ASSET1321,Installed,2017-03-10,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2017-03-10,2018-03-15,N,201803,N,1322
ASSET1322,Installed,2014-06-19,MODLTY8,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN7,DIVSN3,2014-06-19,2017-06-28,N,201706,Y,1323
ASSET1323,Installed,2016-12-21,MODLTY2,CUSTMR_CATGRY7,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2016-12-21,2017-12-26,N,201712,Y,1324
ASSET1324,Installed,2016-05-13,MODLTY1,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-05-13,2017-05-18,N,201705,Y,1325
ASSET1325,Installed,2015-12-23,MODLTY5,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2016-06-01,2017-05-31,Y,201705,Y,1326
ASSET1326,Installed,2016-06-09,MODLTY2,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2016-06-09,2017-06-14,Y,201706,Y,1327
ASSET1327,Installed,2016-04-18,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN2,DIVSN2,2016-04-18,2017-04-23,N,201704,Y,1328
ASSET1328,Installed,2016-06-08,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2016-06-08,2017-06-18,N,201706,Y,1329
ASSET1329,Installed,2017-02-17,MODLTY4,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN6,DIVSN5,2017-02-17,2018-02-22,N,201802,N,1330
ASSET1330,Installed,2017-01-03,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2017-01-03,2018-01-08,Y,201801,N,1331
ASSET1331,Installed,2017-02-01,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2017-02-01,2018-02-06,N,201802,N,1332
ASSET1332,Installed,2017-03-01,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN7,DIVSN3,2017-03-01,2018-03-06,N,201803,N,1333
ASSET1333,Shipped,2016-06-23,MODLTY1,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-06-23,2017-06-28,N,201706,Y,1334
ASSET1334,Installed,2016-09-12,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2016-09-12,2017-09-17,Y,201709,Y,1335
ASSET1335,Installed,2017-01-24,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN7,DIVSN3,2017-01-24,2018-01-29,N,201801,N,1336
ASSET1336,Installed,2016-08-03,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN5,DIVSN0,2016-08-03,2017-08-08,Y,201708,Y,1337
ASSET1337,Installed,2017-03-20,MODLTY1,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2017-03-20,2018-03-25,N,201803,N,1338
ASSET1338,Installed,2016-05-13,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN2,DIVSN2,2016-05-13,2017-05-18,Y,201705,Y,1339
ASSET1339,Installed,2016-05-25,MODLTY0,CUSTMR_CATGRY5,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-05-25,2017-05-30,N,201705,Y,1340
ASSET1340,Installed,2016-08-15,MODLTY0,CUSTMR_CATGRY5,CUSTMR_TYP0,SRV_REGN7,DIVSN3,2016-08-15,2017-08-20,Y,201708,Y,1341
ASSET1341,Installed,2016-06-02,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-06-02,2017-06-07,N,201706,Y,1342
ASSET1342,Shipped,2017-09-06,MODLTY2,CUSTMR_CATGRY2,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2017-09-06,2017-09-18,N,201709,Y,1343
ASSET1343,Installed,2016-04-07,MODLTY1,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN5,DIVSN0,2016-04-07,2017-04-12,N,201704,Y,1344
ASSET1344,Installed,2016-12-27,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2016-12-27,2018-01-01,N,201801,N,1345
ASSET1345,Installed,2016-09-27,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN13,DIVSN1,2016-08-16,2017-08-26,N,201708,Y,1346
ASSET1346,Available,2017-02-22,MODLTY2,CUSTMR_CATGRY9,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2017-02-22,2018-02-27,N,201802,N,1347
ASSET1347,Installed,2016-11-16,MODLTY7,,CUSTMR_TYP0,SRV_REGN4,DIVSN4,2016-11-16,2017-11-21,N,201711,Y,1348
ASSET1348,Installed,2016-11-04,MODLTY2,CUSTMR_CATGRY12,CUSTMR_TYP0,SRV_REGN4,DIVSN4,2016-11-04,2017-11-09,N,201711,Y,1349
ASSET1349,Installed,2016-12-21,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN11,DIVSN2,2016-12-21,2017-12-26,N,201712,Y,1350
ASSET1350,Installed,2016-09-21,MODLTY4,CUSTMR_CATGRY2,CUSTMR_TYP0,SRV_REGN6,DIVSN5,2016-09-21,2017-09-26,N,201709,Y,1351
ASSET1351,Installed,2016-08-30,MODLTY2,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2016-08-30,2017-09-04,Y,201709,Y,1352
ASSET1352,Installed,2016-12-28,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN11,DIVSN2,2016-12-28,2018-01-02,N,201801,N,1353
ASSET1353,Installed,2017-01-18,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN16,DIVSN2,2017-01-18,2018-01-23,N,201801,N,1354
ASSET1354,Installed,2017-03-24,MODLTY4,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN6,DIVSN5,2017-03-24,2018-03-29,Y,201803,N,1355
ASSET1355,Installed,2016-04-08,MODLTY2,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2016-04-08,2017-04-13,Y,201704,Y,1356
ASSET1356,Installed,2016-04-11,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN11,DIVSN2,2016-04-11,2017-04-16,N,201704,Y,1357
ASSET1357,Installed,2016-10-25,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2016-10-25,2017-10-30,Y,201710,Y,1358
ASSET1358,Shipped,2016-08-08,MODLTY2,CUSTMR_CATGRY8,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2016-08-08,2017-08-13,N,201708,Y,1359
ASSET1359,Installed,2016-08-06,MODLTY2,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN9,DIVSN6,2016-08-06,2017-08-11,Y,201708,Y,1360
ASSET1360,Installed,2017-09-12,MODLTY2,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN9,DIVSN6,2017-09-12,2017-09-24,Y,201709,Y,1361
ASSET1361,Installed,2016-06-28,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2016-06-28,2017-07-03,N,201707,Y,1362
ASSET1362,Installed,2016-08-30,MODLTY2,CUSTMR_CATGRY2,CUSTMR_TYP0,SRV_REGN9,DIVSN6,2016-08-30,2017-09-04,N,201709,Y,1363
ASSET1363,Installed,2016-05-27,MODLTY2,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN9,DIVSN6,2016-05-27,2017-06-01,Y,201706,Y,1364
ASSET1364,Installed,2017-02-07,MODLTY0,CUSTMR_CATGRY5,CUSTMR_TYP0,SRV_REGN11,DIVSN2,2017-02-07,2018-02-17,N,201802,N,1365
ASSET1365,Installed,2016-09-23,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN5,DIVSN0,2016-09-23,2017-09-28,Y,201709,Y,1366
ASSET1366,Installed,2016-06-24,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-06-24,2017-07-04,N,201707,Y,1367
ASSET1367,Installed,2016-12-30,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2016-12-30,2018-01-04,Y,201801,N,1368
ASSET1368,Installed,2016-08-19,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN5,DIVSN0,2016-08-19,2017-08-24,Y,201708,Y,1369
ASSET1369,Installed,2017-03-03,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN5,DIVSN0,2017-03-03,2018-03-08,N,201803,N,1370
ASSET1370,Available,2016-06-17,MODLTY2,CUSTMR_CATGRY9,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2016-06-17,2017-06-22,N,201706,Y,1371
ASSET1371,Installed,2016-10-11,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN13,DIVSN1,2016-10-11,2017-10-16,Y,201710,Y,1372
ASSET1372,Installed,2016-06-28,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-05-24,2017-06-03,N,201706,Y,1373
ASSET1373,Installed,2016-06-15,MODLTY0,,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-06-15,2017-06-25,N,201706,Y,1374
ASSET1374,Installed,2016-05-11,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-05-11,2017-05-21,N,201705,Y,1375
ASSET1375,Installed,2016-08-16,MODLTY2,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN9,DIVSN6,2016-08-16,2017-08-21,Y,201708,Y,1376
ASSET1376,Installed,2016-05-05,MODLTY2,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2016-05-05,2017-05-10,Y,201705,Y,1377
ASSET1377,Installed,2016-09-07,MODLTY1,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2016-09-07,2017-09-12,N,201709,Y,1378
ASSET1378,Installed,2016-09-27,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN13,DIVSN1,2016-09-27,2017-10-02,Y,201710,Y,1379
ASSET1379,Installed,2017-01-31,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN13,DIVSN1,2017-01-31,2018-02-05,Y,201802,N,1380
ASSET1380,Installed,2016-06-24,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-06-01,2017-06-06,Y,201706,Y,1381
ASSET1381,Installed,2016-10-24,MODLTY4,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN6,DIVSN5,2016-10-24,2017-10-29,N,201710,Y,1382
ASSET1382,Shipped,2017-09-06,MODLTY2,CUSTMR_CATGRY2,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2017-09-06,2017-09-18,N,201709,Y,1383
ASSET1383,Installed,2017-01-25,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2017-01-25,2018-01-30,Y,201801,N,1384
ASSET1384,Installed,2016-09-26,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN13,DIVSN1,2016-09-26,2017-10-01,Y,201710,Y,1385
ASSET1385,Installed,2016-07-27,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2016-07-27,2017-08-01,Y,201708,Y,1386
ASSET1386,Available,2016-08-12,MODLTY2,CUSTMR_CATGRY9,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2016-08-12,2017-08-17,N,201708,Y,1387
ASSET1387,Installed,2016-06-30,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-06-30,2017-07-05,Y,201707,Y,1388
ASSET1388,Installed,2016-06-29,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-06-29,2017-07-04,N,201707,Y,1389
ASSET1389,Installed,2017-02-08,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN5,DIVSN0,2017-02-08,2018-02-13,N,201802,N,1390
ASSET1390,Shipped,2017-07-05,MODLTY2,CUSTMR_CATGRY8,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2017-07-05,2017-07-17,N,201707,Y,1391
ASSET1391,Installed,2017-03-10,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2017-03-10,2018-03-15,Y,201803,N,1392
ASSET1392,Installed,2017-03-10,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2017-03-10,2018-03-15,Y,201803,N,1393
ASSET1393,Installed,2016-11-29,MODLTY0,CUSTMR_CATGRY5,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2016-11-29,2017-12-04,N,201712,Y,1394
ASSET1394,Shipped,2017-02-06,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2017-02-06,2018-02-16,N,201802,N,1395
ASSET1395,Installed,2017-03-15,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN7,DIVSN3,2017-03-15,2018-03-20,N,201803,N,1396
ASSET1396,Installed,2016-08-18,MODLTY2,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2016-08-18,2017-08-23,Y,201708,Y,1397
ASSET1397,Available,2017-05-05,MODLTY2,CUSTMR_CATGRY9,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2017-05-05,2017-05-17,N,201705,Y,1398
ASSET1398,Installed,2016-10-26,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN5,DIVSN0,2016-10-26,2017-10-31,N,201710,Y,1399
ASSET1399,Installed,2017-06-18,MODLTY2,CUSTMR_CATGRY8,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2017-06-18,2017-06-30,N,201706,Y,1400
ASSET1400,Installed,2016-05-20,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-05-20,2017-06-25,N,201706,Y,1401
ASSET1401,Installed,2017-03-20,MODLTY1,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2017-03-20,2018-03-25,N,201803,N,1402
ASSET1402,Installed,2016-09-27,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN13,DIVSN1,2016-09-27,2017-10-02,Y,201710,Y,1403
ASSET1403,Installed,2016-09-06,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-09-06,2017-09-16,N,201709,Y,1404
ASSET1404,Installed,2016-10-07,MODLTY1,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN13,DIVSN1,2016-10-07,2017-10-12,N,201710,Y,1405
ASSET1405,Installed,2017-03-07,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN7,DIVSN3,2017-03-07,2018-03-12,Y,201803,N,1406
ASSET1406,Installed,2016-08-16,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2016-08-16,2017-08-21,Y,201708,Y,1407
ASSET1407,Shipped,2017-02-08,MODLTY2,CUSTMR_CATGRY7,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2017-02-08,2018-02-13,N,201802,N,1408
ASSET1408,Installed,2016-08-28,MODLTY0,CUSTMR_CATGRY11,CUSTMR_TYP0,SRV_REGN5,DIVSN0,2016-08-28,2017-08-28,N,201708,Y,1409
ASSET1409,Installed,2017-01-25,MODLTY0,CUSTMR_CATGRY12,CUSTMR_TYP0,SRV_REGN7,DIVSN3,2017-01-25,2018-01-30,N,201801,N,1410
ASSET1410,Shipped,2017-12-10,MODLTY2,CUSTMR_CATGRY2,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2017-12-10,2017-12-22,N,201712,Y,1411
ASSET1411,Installed,2016-12-21,MODLTY1,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN5,DIVSN0,2016-12-21,2017-12-26,N,201712,Y,1412
ASSET1412,Installed,2016-09-22,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-09-22,2017-09-27,Y,201709,Y,1413
ASSET1413,Installed,2017-01-04,MODLTY2,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2017-01-04,2018-01-09,Y,201801,N,1414
ASSET1414,Installed,2013-07-10,MODLTY4,CUSTMR_CATGRY15,CUSTMR_TYP0,SRV_REGN6,DIVSN5,2013-07-15,2017-07-14,N,201707,Y,1415
ASSET1415,Installed,2016-05-31,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-05-31,2017-06-05,N,201706,Y,1416
ASSET1416,Installed,2016-12-08,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN5,DIVSN0,2016-12-08,2017-12-13,Y,201712,Y,1417
ASSET1417,Shipped,2017-02-20,MODLTY2,CUSTMR_CATGRY7,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2017-02-20,2018-02-25,N,201802,N,1418
ASSET1418,Installed,2016-04-13,MODLTY0,CUSTMR_CATGRY18,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-04-13,2017-04-18,N,201704,Y,1419
ASSET1419,Installed,2016-12-21,MODLTY1,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN5,DIVSN0,2016-12-21,2017-12-26,N,201712,Y,1420
ASSET1420,Installed,2017-03-30,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-12-29,2018-01-08,N,201801,N,1421
ASSET1421,Installed,2017-02-22,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN13,DIVSN1,2017-02-22,2018-03-04,N,201803,N,1422
ASSET1422,Installed,2016-09-27,MODLTY1,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN13,DIVSN1,2016-09-27,2017-10-02,N,201710,Y,1423
ASSET1423,Installed,2016-11-08,MODLTY9,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN9,DIVSN6,2016-11-08,2017-11-13,Y,201711,Y,1424
ASSET1424,Installed,2017-02-26,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2017-02-26,2018-03-03,Y,201803,N,1425
ASSET1425,Installed,2016-07-18,MODLTY2,CUSTMR_CATGRY11,CUSTMR_TYP0,SRV_REGN14,DIVSN6,2016-07-18,2017-07-23,N,201707,Y,1426
ASSET1426,Installed,2016-05-20,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN7,DIVSN3,2016-05-20,2017-05-25,N,201705,Y,1427
ASSET1427,Available,2016-05-06,MODLTY2,CUSTMR_CATGRY9,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2016-05-06,2017-05-11,N,201705,Y,1428
ASSET1428,Installed,2017-01-26,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2017-01-26,2018-01-31,N,201801,N,1429
ASSET1429,Installed,2016-05-11,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-05-11,2017-05-21,N,201705,Y,1430
ASSET1430,Installed,2016-09-28,MODLTY1,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN13,DIVSN1,2016-09-28,2017-10-03,N,201710,Y,1431
ASSET1431,Installed,2017-01-31,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2017-01-31,2018-02-05,Y,201802,N,1432
ASSET1432,Installed,2016-11-17,MODLTY0,CUSTMR_CATGRY14,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-11-17,2017-11-22,N,201711,Y,1433
ASSET1433,Available,2017-03-03,MODLTY2,CUSTMR_CATGRY9,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2017-03-03,2018-03-08,N,201803,N,1434
ASSET1434,Shipped,2016-11-09,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2016-11-09,2017-11-19,N,201711,Y,1435
ASSET1435,Available,2016-08-05,MODLTY2,CUSTMR_CATGRY9,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2016-08-05,2017-08-10,N,201708,Y,1436
ASSET1436,Installed,2016-06-24,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-06-24,2017-06-29,Y,201706,Y,1437
ASSET1437,Available,2017-02-10,MODLTY2,CUSTMR_CATGRY9,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2017-02-10,2018-02-15,N,201802,N,1438
ASSET1438,Installed,2016-06-13,MODLTY0,CUSTMR_CATGRY14,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-06-13,2017-06-18,Y,201706,Y,1439
ASSET1439,Available,2017-03-03,MODLTY2,CUSTMR_CATGRY9,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2017-03-03,2018-03-08,N,201803,N,1440
ASSET1440,Installed,2016-12-29,MODLTY2,CUSTMR_CATGRY7,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2016-12-29,2018-01-03,N,201801,N,1441
ASSET1441,Installed,2016-08-16,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2016-08-16,2017-08-21,Y,201708,Y,1442
ASSET1442,Installed,2016-06-29,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-06-29,2017-07-04,Y,201707,Y,1443
ASSET1443,Installed,2016-12-22,MODLTY4,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN6,DIVSN5,2016-12-22,2017-12-27,N,201712,Y,1444
ASSET1444,Installed,2017-03-20,MODLTY1,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2017-03-20,2018-03-25,N,201803,N,1445
ASSET1445,Shipped,2017-02-16,MODLTY7,CUSTMR_CATGRY19,CUSTMR_TYP0,SRV_REGN4,DIVSN4,2017-02-16,2018-02-21,N,201802,N,1446
ASSET1446,Installed,2016-10-07,MODLTY4,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN6,DIVSN5,2016-10-07,2017-10-12,Y,201710,Y,1447
ASSET1447,Shipped,2016-06-23,MODLTY1,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-06-23,2017-06-28,N,201706,Y,1448
ASSET1448,Installed,2016-09-15,MODLTY2,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2016-09-15,2017-09-20,Y,201709,Y,1449
ASSET1449,Installed,2016-09-27,MODLTY1,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN13,DIVSN1,2016-09-27,2017-10-02,N,201710,Y,1450
ASSET1450,Installed,2016-12-18,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN5,DIVSN0,2016-12-18,2017-12-23,N,201712,Y,1451
ASSET1451,Installed,2016-08-10,MODLTY2,,CUSTMR_TYP0,SRV_REGN9,DIVSN6,2016-08-10,2017-08-15,Y,201708,Y,1452
ASSET1452,Installed,2015-01-01,MODLTY2,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2015-01-06,2018-01-05,N,201801,N,1453
ASSET1453,Installed,2017-09-26,MODLTY7,CUSTMR_CATGRY14,CUSTMR_TYP0,SRV_REGN4,DIVSN4,2017-09-26,2017-10-08,Y,201710,Y,1454
ASSET1454,Installed,2016-04-11,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN11,DIVSN2,2016-04-11,2017-04-16,N,201704,Y,1455
ASSET1455,Installed,2016-07-27,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN13,DIVSN1,2016-07-27,2017-08-01,N,201708,Y,1456
ASSET1456,Installed,2016-08-28,MODLTY0,CUSTMR_CATGRY11,CUSTMR_TYP0,SRV_REGN5,DIVSN0,2016-08-28,2017-08-28,N,201708,Y,1457
ASSET1457,Installed,2016-03-30,MODLTY0,CUSTMR_CATGRY14,CUSTMR_TYP0,SRV_REGN5,DIVSN0,2016-03-30,2017-04-04,N,201704,Y,1458
ASSET1458,Installed,2014-06-19,MODLTY8,CUSTMR_CATGRY10,CUSTMR_TYP1,SRV_REGN7,DIVSN3,2014-06-19,2017-06-28,N,201706,Y,1459
ASSET1459,Installed,2016-09-27,MODLTY1,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN13,DIVSN1,2016-09-27,2017-10-02,N,201710,Y,1460
ASSET1460,Installed,2017-01-17,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2017-01-17,2018-01-22,N,201801,N,1461
ASSET1461,Installed,2016-08-08,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-08-08,2017-08-18,N,201708,Y,1462
ASSET1462,Shipped,2017-07-05,MODLTY4,CUSTMR_CATGRY10,CUSTMR_TYP1,SRV_REGN6,DIVSN5,2017-07-05,2017-07-05,N,201707,Y,1463
ASSET1463,Installed,2016-09-20,MODLTY2,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2016-09-20,2017-09-25,Y,201709,Y,1464
ASSET1464,Installed,2017-03-28,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2017-02-03,2018-02-13,N,201802,N,1465
ASSET1465,Installed,2016-08-30,MODLTY2,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2016-08-30,2017-09-04,Y,201709,Y,1466
ASSET1466,Installed,2017-02-01,MODLTY0,CUSTMR_CATGRY14,CUSTMR_TYP0,SRV_REGN13,DIVSN1,2017-02-01,2018-02-06,Y,201802,N,1467
ASSET1467,Shipped,2016-11-28,MODLTY0,CUSTMR_CATGRY12,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-11-28,2017-12-03,N,201712,Y,1468
ASSET1468,Installed,2016-10-18,MODLTY2,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2016-10-18,2017-10-23,N,201710,Y,1469
ASSET1469,Shipped,2016-03-30,MODLTY2,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2016-03-30,2017-04-04,N,201704,Y,1470
ASSET1470,Installed,2016-08-16,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN2,DIVSN2,2016-08-16,2017-08-21,N,201708,Y,1471
